Primary Attribute	Secondary Attribute	Skill Type	Skill Tier	Skill Name	Parent Skill	Definition
CHA	N/A	standard	3	Instrument Mastery	Music	Technical fluency and expressive control over one or more instruments. Mastery enables improvisation, resilience under pressure, and deep emotional resonance.
CHA	N/A	standard	3	Vocal Control	Music	The precise shaping of breath, tone, and inflection across spoken and sung voice. Whether enchanting an audience or commanding a room, voice becomes a weapon and a brushstroke.
CHA	N/A	standard	3	Crowd Sync	Music	The ability to sense and ride the emotional wave of an audience, adjusting tempo and delivery to amplify connection. When performed properly, the crowd moves as one.
CHA	N/A	standard	2	Storytelling	Performance Arts	The art of delivering tales that inform, inspire, or deceive. Storytelling transfers culture, binds groups, and makes abstract truths personal through character and conflict.
CHA	N/A	standard	3	Narrative Weaving	Storytelling	The layering of subtext, theme, and subtle cues into stories that operate on multiple levels. The listener leaves entertained—but also changed.
CHA	N/A	standard	3	Dramatic Timing	Storytelling	The mastery of pauses, reveals, and escalation that give words their punch. Whether invoking laughter, dread, or silence, this skill controls emotional rhythm.
CHA	N/A	standard	3	Audience Hook	Storytelling	The technique of gripping attention from the very first sentence. Hooks plant curiosity, emotional investment, or surprise, ensuring the listener can’t look away.
CHA	N/A	standard	1	Leadership	N/A	The ability to guide, unite, and empower others toward a shared objective. Leadership transforms will into motion and chaos into structure. It is not about control—it’s about conviction, presence, and the ability to inspire trust.
CHA	N/A	standard	2	Command	Leadership	The executional side of leadership—delivering decisive orders that maintain discipline and direction. Command thrives in urgent moments when hesitation risks collapse.
CHA	N/A	standard	3	Clear Orders	Command	The skill of issuing short, specific, and instantly understood directives. A well-placed command can cut through noise, panic, or indecision with surgical precision.
CHA	N/A	standard	3	Crisis Control	Command	The ability to impose calm and clarity during chaos. Crisis Control is what separates a true leader from a loud voice—guiding others when plans fall apart.
CHA	N/A	standard	3	Chain of Command	Command	The establishment and reinforcement of role hierarchy within a group. This ensures efficiency, accountability, and the smooth handoff of power under stress.
CHA	N/A	standard	2	Strategic Communication	Leadership	The deliberate use of words, tone, and timing to deliver critical information that aligns goals and minimizes confusion. It’s not what you say—it’s when, how, and to whom.
CHA	N/A	standard	3	Briefing Clarity	Strategic Communication	The ability to deliver mission objectives, roles, and contingencies in ways that are actionable and unforgettable. Everyone leaves the room knowing exactly what they must do.
CHA	N/A	standard	3	Rally Pointing	Strategic Communication	The verbal or symbolic act of refocusing scattered teams under stress. Whether calling a charge or issuing a fallback, this skill restores cohesion and momentum.
CHA	N/A	standard	3	Dynamic Re Tasking	Strategic Communication	The flexible redirection of team roles or objectives mid-operation. A leader with this skill doesn’t panic when the plan breaks—they adapt without losing unity.
CHA	N/A	standard	2	Mentorship	Leadership	The long-form cultivation of others’ growth, skill, and character. Mentorship is the slow fire that forges future leaders, craftsmen, or heroes through presence and patience.
CHA	N/A	standard	3	Skill Coaching	Mentorship	The focused refinement of a specific talent through guidance, demonstration, and feedback. This builds both competence and confidence.
CHA	N/A	standard	3	Morale Nurturing	Mentorship	The steady reinforcement of emotional stability, encouragement, and purpose—especially during long campaigns or personal struggle.
CHA	N/A	standard	3	Talent Cultivation	Mentorship	The act of spotting hidden potential and creating space for it to thrive. This skill sees the greatness in others before they do—and helps bring it to the surface.
CHA	N/A	standard	1	Streetwise	N/A	The instinctive social navigation of gritty, unpredictable, or illicit environments. Streetwise isn’t book smart—it’s survival smart, built from hard knocks, fast talk, and watching your back.
CHA	N/A	standard	2	Underworld Contacts	Streetwise	The cultivation of useful relationships in the criminal, fringe, or gray zones of society. These aren’t friends—they’re assets, each with a price and a pulse on what’s hidden.
CHA	N/A	standard	3	Informant Network	Underworld Contacts	A web of eyes and ears across streets, slums, ports, or dens—each passing along information for coin or favor. When something happens in the shadows, you hear it first.
CHA	N/A	standard	3	Favour Trade	Underworld Contacts	The subtle bartering of services, secrets, and leverage instead of coin. This is the economy of trust and threat—where reputation buys more than gold.
CHA	N/A	standard	3	Safe House Locator	Underworld Contacts	The ability to identify, access, or maintain hidden bolt-holes and neutral shelters across cities. Knowing where to vanish—or stash others—can mean survival or silence.
CHA	N/A	standard	2	Black-Market Trade	Streetwise	A savvy grasp of illegal, restricted, or underground commerce. From weapons to rare ingredients, this skill knows where to find it, who’s selling, and how to avoid getting burned.
CHA	N/A	standard	3	Hot Goods Appraise	Black-Market Trade	The ability to quickly assess stolen, counterfeit, or smuggled items for value, origin, and risk. It’s part fence, part forensics, part street intuition.
CHA	N/A	standard	3	Off Book Deal	Black-Market Trade	Negotiating transactions that leave no trace—no witnesses, no ledgers, no strings. These deals operate outside law, guild, or faction, but not without danger.
CHA	N/A	standard	3	Smuggling Route	Black-Market Trade	Knowledge of hidden tunnels, bribed officials, and detour paths to move goods unseen. This skill is both a mental map and a rolodex of risky partners.
CHA	N/A	standard	2	Urban Survival (Social)	Streetwise	The day-to-day etiquette, slang, and posture needed to avoid standing out—or offending the wrong group—in densely populated or hostile zones. It’s camouflage through behavior.
CHA	N/A	standard	3	Local Slang	Urban Survival (Social)	The vocabulary, tone, and rhythm of regional or criminal dialects. Speaking the local code keeps you inside the tribe—and outside suspicion.
CHA	N/A	standard	3	Turf Etiquette	Urban Survival (Social)	Knowing which streets are controlled by whom, what colors not to wear, and when to speak or stay silent. This prevents casual mistakes from becoming fatal ones.
CHA	N/A	standard	3	Exit Sense	Urban Survival (Social)	A sixth sense for escape routes, choke points, or blind spots in any urban sprawl. It’s the instinct that kicks in before things go loud.
CHA	N/A	standard	1	Intimidating Presence	N/A	The ability to command space, silence rooms, or shake confidence without lifting a finger. This isn’t about shouting or violence—it’s the raw, unspoken sense that you are not to be crossed. It simmers beneath words, carved in posture and gaze.
CHA	N/A	standard	2	Menacing Glare	Intimidating Presence	The use of intense eye contact to unsettle, dominate, or provoke hesitation. It communicates threat without noise—just pressure, like a predator sizing up prey.
CHA	N/A	standard	3	Predatory Stare	Menacing Glare	A gaze that instills primal fear, as if you already know how they’ll fall. It pierces false bravado and awakens instinctive dread in the weak-willed.
CHA	N/A	standard	3	Fear Spike	Menacing Glare	The sudden projection of hostility or intent that sends adrenaline surging through the target. A fear spike is fast, sharp, and destabilizing—designed to make them flinch first.
CHA	N/A	standard	3	Resolve Drain	Menacing Glare	A sustained, silent stare that chips away at inner fortitude. Confidence erodes with each passing second under your eyes, until even the bold begin to waver.
