Name	Parent Skill	Mastery Level	Spell Cost	Casting Time 	Range 	Shape 	Duration	Effects	Container Breakdown	Add ons	Modifiers	Notes/Special Conditions	Flavor Line	Progressive spell conditions
Worldshaper’s Maw	Transmutation	High Master	72	36	Long (120 ft)	Sphere (30 ft radius)	Combat Round	Opens a collapsing 30-ft radius zone: terrain liquefies into rubble/mud, and unattended objects begin to break apart.	Container 1: AoE (2) + Stand Alone: Create/Destroy (major, 12); Container 2 (nested within AoE): Control (2) + Stand Alone: Immobilize (6); Container 3 (nested): Target (1) + Stand Alone: Transform/Alter (10)	Range: Long (7); Shape: Sphere radius 30 ft (5 +3+3 = 11); Duration: Combat Round (5)	Backlash Risk (–5); Concentration (–2)	Base subtotal = 2+12 + 2+6 + 1+10 +7+11+5 = 56; total with modifiers = 72. Terrain becomes hazardous rubble; immobilized targets may need STR checks each step.	“The land itself opens its jaws.”	N/A
Eternal Alloy	Transmutation	High Master	85	43	Medium (60 ft)	Cube (20 ft)	Lingering (3 steps)	Within a 20-ft cube, all non-living material is fused into a composite alloy with supernatural durability for 3 steps.	Container 1: AoE (2) + Stand Alone: Create/Destroy (major, 12); Container 2: Target (1) + Stand Alone: Transform/Alter (10); Container 3 (nested): Temporal/Spatial (5) + Stand Alone: Temporal Stasis (6)	Range: Medium (5); Shape: Cube 20 ft (5+3 = 8); Duration: Lingering 3 steps (2+2+2 = 6)	Component Requirement (rare mineral catalyst, –2); Environmental Dependency (–3)	Base subtotal = 2+12 + 1+10 + 5+6 + 5+8+6 = 55; with modifiers applied, effective = 85. Created alloy is G.O.D-defined but considered nearly unbreakable.	“What is forged here endures beyond time.”	N/A
Genesis Transmutation	Transmutation	Grand Master	148	74	Unlimited	Sphere (1 mile)	Lingering (hours)	Reconstitutes all non-living matter within 1 mile into new forms of the caster’s design. Terrain, structures, and natural features are transmuted en masse.	Container 1: AoE (2) + Stand Alone: Create/Destroy (major, 12); Container 2 (nested inside AoE): Target (1) + Stand Alone: Transform/Alter (10); Container 3 (nested): Temporal/Spatial (5) + Stand Alone: Temporal Stasis (6); Container 4: Control (2) + Stand Alone: Immobilize (6) to stabilize collapsing structures.	Range: Unlimited (15); Shape: Sphere 1 mile (5 + (3×10) = 35); Duration: Lingering (hours) (2 + 2×10 = 22)	Backlash Risk (–5); Concentration (–2); Component Requirement (legendary focus, –2)	- Requires legendary focus (e.g., philosopher’s stone equivalent).  - Caster risks permanent backlash: lose 1d10% of max HP on failure.  - Environment altered permanently unless dispelled by equal or greater magic.  - Narrative permission: G.O.D may veto changes that shatter campaign logic.	“The world is not broken—it is unfinished.”	
Quickshift: Webbed Grip	Transformation	Apprentice	7	4	Self (1)	—	Combat Step (2)	+10% Swim or +10% Climb (choose at cast).	Target (1) → Buff (+5% = 2) + extra Buff (+1)	Range: Self (1); Duration: Combat Step (2)	—	Cost: Target (1) + Buff (2) + Buff increment (1) + Self (1) + Combat Step (2) = 7. Must choose Swim or Climb on cast.	Membranes bloom, grip tightens, and the next hold is suddenly yours.	—
Skin of Scales (Lesser)	Transformation	Apprentice	5	3	Touch (2)	—	Combat Step (2)	+1 Natural Armor/DR vs. slashing & piercing.	Target (1) → Buff (+1 stat = 2)	Range: Touch (2); Duration: Combat Step (2)	Concentration (−2)	Cost: Target (1) + Buff (2) + Touch (2) + Combat Step (2) − Concentration (2) = 5. Ends if concentration breaks.	Your skin whispers like mail under cloth.	—
Nocturne Pupils	Transformation	Apprentice	5	3	Self (1)	—	Combat Step (2)	+5% Perception in dim/dark; ±5 sight tweak via Sense Modifier.	Target (1) → Buff (+5% = 2)	Range: Self (1); Duration: Combat Step (2)	Sense Modifier (+2); Environmental Dependency (−3, only dim or darker light)	Cost: Target (1) + Buff (2) + Self (1) + Combat Step (2) + Sense Modifier (2) − Dependency (3) = 5. No benefit in bright light.	Shadow parts like a curtain when your eyes learn its rhythm.	—
Gills of the Shorefolk	Transformation	Novice	14	7	Touch (2)	—	Combat Round (5)	Target breathes underwater for one combat round, gaining water-adapted respiration.	Target (1) → Transform/Alter (10)	Range: Touch (2); Duration: Combat Round (5)	—	Cost: Target (1) + Transform/Alter (10) + Touch (2) + Combat Round (5) = 18 → reduced by Environmental Dependency (−4, fails if not submerged) = 14. Effect ends if target leaves aquatic environment.	“You inhale river, and exhale air.”	—
Chameleon Veil	Transformation	Novice	16	8	Self (1)	—	Combat Round (5)	+15% to Stealth checks, sight-based detection suffers −10%.	Target (1) → contains Buff (+10% = 4) + Debuff (−10% = 2)	Range: Self (1); Duration: Combat Round (5)	—	Cost: Target (1) + Buff (4) + Debuff (2) + Self (1) + Combat Round (5) + Transform/Alter (10) = 22 → Environmental Dependency (−6, fails if in open bright light) = 16.	“Your body paints itself in the world’s brushstrokes.”	—
Beast’s Limb	Transformation	Novice	19	10	Touch (2)	—	Combat Round (5)	+2 Strength (applies to rolls using that limb); natural claw attack (counts as weapon).	Target (1) → Transform/Alter (10) + Buff (+1 stat = 2, doubled for +2 = 4)	Range: Touch (2); Duration: Combat Round (5)	Component Requirement (−2, claw must be ritually marked before battle)	Cost: Target (1) + Transform/Alter (10) + Buff (4) + Touch (2) + Combat Round (5) − Component Req (2) = 19.	“Your hand is no longer yours—it’s something hungrier.”	—
Wings of the Raptor	Transformation	Master	23	12	Self (1)	—	Combat Round (5)	Grants flight movement (40 ft) for one combat round.	Target (1) → Transform/Alter (10)	Range: Self (1); Duration: Combat Round (5)	—	Flight requires both arms free to balance wings; cannot wear heavy armor.	“Sky answers muscle; your shoulders erupt with storm.”	—
Packform Shift	Transformation	Master	29	15	Short (30 ft) (4)	—	Combat Round (5)	Up to 3 allies gain +1 Strength and +1 Dexterity for one combat round.	Target (1) → Transform/Alter (10) + Buff (2 + 2)	Range: Short (4); Duration: Combat Round (5); Multi-Target (3)	—	Max 3 allies may benefit; additional targets require recasting.	“Your kin bare their teeth, and the hunt begins.”	—
Fleshbind Curse	Transformation	Master	32	16	Medium (60 ft) (5)	—	Combat Round (5)	Target suffers forced deformity: −2 Strength, −2 Dexterity, movement speed halved.	Control (2) → contains Debuff (2 + 2) + Transform/Alter (10)	Range: Medium (5); Duration: Combat Round (5); Target container (1) nested	—	Effect does not cause permanent injury but leaves disadvantage on recovery checks for 1 round after.	“The body rebels; bone and tendon remember nothing familiar.”	—
Avatar of Chimera	Transformation	High Master	76	38	Self (1)	—	Combat Round (5)	Grants caster +4 Strength, +2 Dexterity, natural claw/bite/tail attacks (counts as weapons), flight, and +2 Natural Armor for one combat round.	Target (1) → Transform/Alter (10) + Buff (2 increments = 4) + Buff (+2 Dex = 2) + Buff (+2 Armor = 4) + extra Buff increments (2 + 2) nested inside	Range: Self (1); Duration: Combat Round (5)	—	Transformation is unstable: when the duration ends, caster must roll vs. system shock or suffer −1 Strength for remainder of combat.	“Three beasts roar in your chest, and none agree on mercy.”	—
Plagueform Wave	Transformation	High Master	84	42	Long (120 ft) (7)	Radius (20 ft) (5 + 2)	Combat Round (5)	Allies in zone: +2 Constitution, +1 Strength. Enemies in zone: −2 Constitution, movement halved.	Control (2) → contains Debuff (2 + 2) + Transform/Alter (10) | Target (1) → contains Buff (2 + 2 + 2) + Transform/Alter (10) → nested in AoE (2).	Range: Long (7); Shape: Radius 20 ft (7); Duration: Combat Round (5)	—	Area pulses with unstable energy: creatures must succeed Will save or suffer 1 point of Fatigue even if unaffected by primary effect.	“The wave passes, and the strong grow stronger while the frail wither like ash.”	—
Genesis Metamorphosis	Transformation	Grand Master	145	73	Line of Sight (10)	Sphere/Zone (50 ft radius = 5 + 3x3 = 14)	Combat Round (5) + Lingering (4)	Allies in zone: gain +4 Strength, +2 Constitution, wings or gills (player’s choice) for flight/swim, and +3 Natural Armor. Enemies in zone: −4 Strength, −2 Dexterity, speed halved, and must succeed a Will save or collapse prone. Terrain in zone becomes biologically unstable, creating dangerous hazards.	Target (1) → Transform/Alter (10) + Buff (+4 Str = 8, +2 Con = 4, +3 Armor = 6, Flight/Swim utility = 10) | Control (2) → Debuff (−4 Str = 6, −2 Dex = 4, half speed = 6, Will-save prone = 6) + Transform/Alter (10) | AoE (2) → contains both Target and Control nests.	Range: Line of Sight (10); Shape: Sphere Zone 50 ft (14); Duration: Combat Round (5) + Lingering (4)	Backlash Risk (−5, caster suffers 1d6 damage if fails Focus roll)	• Cost: Target (1) + Buffs (28) + Transform/Alter (10) + Control (2) + Debuffs (22) + Transform/Alter (10) + AoE (2) + Range LOS (10) + Shape Sphere/Zone (14) + Duration (9) − Backlash Risk (5) = 145. • Zone reshapes terrain biologically; dangerous terrain counts as Difficult + Hazard (G.O.D adjudicates). • Allies who already possess natural wings/gills instead gain doubled buff effects.	“Life itself forgets its form, and the world is written anew in your image.”	—
Momentary Step	Time & Space	Apprentice	8	4	Self	None	Instantaneous	Instantaneous self‑teleport up to 15 ft to a visible space.	Container: Temporal/Spatial (5) + Stand Alone: Teleportation (8)	Add‑Ons: Range: Self (1); Duration: Instantaneous (1)	Component Requirement (–2), Concentration (–2), Environmental Dependency (–3)	Must have a clear destination space in line of sight; fails in antimagic/void zones or where space is “locked” by G.O.D effect; if Concentration is broken before release, spell fizzles.	“Step once, and the world redraws itself around you.”	None
Temporal Glimpse	Time & Space	Apprentice	8	4	Self	None	Instantaneous	Caster gains a brief foresight bonus, effectively granting a +5% bonus on their next defensive or reactive action.	Container: Temporal/Spatial (5) + Stand Alone: Buff (+5% = 2)	Range: Self (1); Duration: Instantaneous (1)	Static Assignment (1)	Only applies to next defense or dodge; does not stack with itself.	“A single heartbeat stolen from the future can save a life.”	None
Slow Tether	Time & Space	Apprentice	10	5	Short (30 ft)	None	Combat Step	Target suffers –1 Initiative for 1 step.	Container: Temporal/Spatial (5) + Container: Target (1) + Stand Alone: Decelerate/Slow (4)	Range: Short (4); Duration: Combat Step (2)	None	Effect ends immediately after 1 step; resistant targets may shake off at G.O.D. discretion.	“Even a second stolen can shift the battle’s rhythm.”	None
Blink Step	Time & Space	Novice	16	8	Medium (60 ft)	None	Instantaneous	Instant relocation of self within 60 ft.	Container: Temporal/Spatial (5) + Stand Alone: Teleportation (8)	Add-Ons: Medium Range (5); Instantaneous (1)	Component Requirement (–2), Concentration (–2)	Must have line-of-sight to destination; misfire possible in obstructed zones.	“A flicker, a blur—and you are already gone.”	None
Stasis Snare	Time & Space	Novice	18	9	Short (30 ft)	None	Combat Round	Target suffers –2 Initiative and reduced mobility.	Container: Temporal/Spatial (5) + Container: Target (1) + Stand Alone: Decelerate/Slow (4) + Stand Alone: Immobilize (6)	Add-Ons: Short Range (4); Combat Round (5)	None	If target passes Willpower check, effect reduces to –1 Initiative only.	“Even seconds stolen can unravel destiny’s thread.”	None
Spatial Anchor	Time & Space	Novice	19	10	Medium (60 ft)	None	Combat Round	Target is anchored in place; forced movement fails.	Container: Temporal/Spatial (5) + Container: Control (2) + Stand Alone: Anchor/Lock (6) + Container: Target (1)	Add-Ons: Medium Range (5); Combat Round (5)	Backlash Risk (–5)	If anchor collapses, caster is briefly staggered (–1 Initiative).	“The world itself grips you and refuses release.”	None
Worldstride	Time & Space	Master	27	14	Unlimited	None	Instantaneous	Caster teleports to any visible or described destination.	Container: Temporal/Spatial (5) + Stand Alone: Teleportation (8)	Add-Ons: Unlimited Range (15); Instantaneous (1)	Concentration (–2)	Misfires may occur if destination is poorly described; G.O.D may impose arrival damage, splitting, or time displacement.	“The world itself becomes a door, if you dare to walk through.”	None
